##ID,,,,0黑；1绿；2蓝；3紫；4黄,备注，程序不读,,,,0：静态等级；1：动态等级,,,,,,,,,,,,,,,,
怪物ID,名称,显示名,性别,怪物等阶,怪物类型,头像资源ID,资源,等级,是否动态等级,主动技能,普攻技能,天赋技能,放大比例,生命,攻击,命中,闪避,暴击,韧性,抵挡,破击,护甲,破甲,初始怒气,类型
6219,,家将,0,2,1,6008,wufu,52,,125,2,,10000,10349,2180,0,100,14,0,0,0,0,0,50,0
6220,,家将,0,2,1,6003,gongjianshou,52,,116,4,,10000,7244,3066,0,10,203,0,0,0,0,0,50,0
6221,,门徒,0,2,1,6004,cike,52,,121,3,,10000,8159,3437,0,10,225,0,0,0,0,0,50,0
6222,,门徒,0,2,2,6002,daodunbing,52,,120,2,,10000,14570,1795,0,10,15,0,100,0,0,0,50,0
6223,,门徒,0,2,1,6003,gongjianshou,53,,116,4,,10000,7443,3120,0,10,203,0,0,0,0,0,50,0
6224,,门徒,0,2,1,6006,wushi,53,,123,134,,10000,6978,3467,0,10,270,0,0,0,0,0,50,0
6225,,门徒,0,2,1,6001,changqiangbing,53,,119,1,,10000,10777,2396,0,10,135,0,0,0,0,0,50,0
6226,,门徒,0,2,2,6002,daodunbing,53,,120,2,,10000,13471,1644,0,10,14,0,100,0,0,0,50,0
6227,,衙役,0,2,1,6005,youxia,54,,122,2,,10000,10922,2258,0,100,14,0,0,0,0,0,50,0
6228,,衙役,0,2,2,6002,daodunbing,54,,120,2,,10000,13653,1658,0,10,14,0,100,0,0,0,50,0
6229,,衙役,0,2,1,6001,changqiangbing,55,,119,1,,10000,12298,2709,0,10,150,0,0,0,0,0,50,0
6230,,衙役,0,2,2,6002,daodunbing,55,,120,2,,10000,15373,1859,0,10,15,0,100,0,0,0,50,0
6231,,衙役,0,2,1,6008,wufu,55,,125,2,,10000,11217,2298,0,100,14,0,0,0,0,0,50,0
6232,,衙役,0,2,1,6005,youxia,55,,122,2,,10000,11217,2298,0,100,14,0,0,0,0,0,50,0
6233,,师爷,0,2,1,6003,gongjianshou,56,,116,4,,10000,7956,3260,0,10,203,0,0,0,0,0,50,0
6234,,师爷,0,2,1,6005,youxia,56,,122,2,,10000,11366,2318,0,100,14,0,0,0,0,0,50,0
6235,,师爷,0,2,1,6011,mibaoshanzeitoumu,56,,147,146,,10000,11516,3289,0,10,135,0,0,0,0,0,50,0
6236,,师爷,0,2,1,6005,youxia,56,,122,2,,10000,11516,2339,0,100,14,0,0,0,0,0,50,0
6237,,师爷,0,2,1,6001,changqiangbing,57,,119,1,,10000,12964,2806,0,10,150,0,0,0,0,0,50,0
6238,,师爷,0,2,1,6005,youxia,57,,122,2,,10000,12964,2621,0,100,15,0,0,0,0,0,50,0
6239,,武周侍卫,0,2,1,6006,wushi,57,,123,134,,10000,7829,3736,0,10,270,0,0,0,0,0,50,0
6240,,武周侍卫,0,2,1,6007,mibaoshanzei,57,,124,3,,10000,8351,3362,0,10,203,0,0,0,0,0,50,0
6241,,武周侍卫,0,2,1,6004,cike,58,,121,3,,10000,8444,3386,0,10,203,0,0,0,0,0,50,0
6242,,武周侍卫,0,2,1,6005,youxia,58,,122,2,,10000,12062,2408,0,100,14,0,0,0,0,0,50,0
6243,,武周侍卫,0,2,1,6011,mibaoshanzeitoumu,58,,147,146,,10000,12197,3408,0,10,135,0,0,0,0,0,50,0
6244,,武周侍卫,0,2,1,6008,wufu,58,,125,2,,10000,12197,2424,0,100,14,0,0,0,0,0,50,0
6245,,武周铁骑,0,2,1,6001,changqiangbing,59,,119,1,,10000,13702,2902,0,10,150,0,0,0,0,0,50,0
6246,,武周铁骑,0,2,1,6003,gongjianshou,59,,116,4,,10000,9591,3813,0,10,225,0,0,0,0,0,50,0
6247,,武周铁骑,0,2,1,6004,cike,59,,121,3,,10000,8727,3455,0,10,203,0,0,0,0,0,50,0
6248,,武周铁骑,0,2,1,6006,wushi,59,,123,134,,10000,8182,3839,0,10,270,0,0,0,0,0,50,0
6249,,武周铁骑,0,2,1,6003,gongjianshou,60,,116,4,,10000,8823,3479,0,10,203,0,0,0,0,0,50,0
6250,,武周铁骑,0,2,1,6004,cike,60,,121,3,,10000,8823,3479,0,10,203,0,0,0,0,0,50,0
6251,,武周猛将,0,2,1,6011,mibaoshanzeitoumu,60,,147,146,,10000,12742,3503,0,10,135,0,0,0,0,0,50,0
6252,,武周猛将,0,2,1,6003,gongjianshou,60,,116,4,,10000,8920,3503,0,10,203,0,0,0,0,0,50,0
6253,,武周猛将,0,2,1,6007,mibaoshanzei,60,,124,3,,10000,10019,3919,0,10,225,0,0,0,0,0,50,0
6254,,武周猛将,0,2,1,6011,mibaoshanzeitoumu,60,,147,146,,10000,14313,3919,0,10,150,0,0,0,0,0,50,0
6255,,武周猛将,0,2,1,6004,cike,61,,121,3,,10000,9116,3551,0,10,203,0,0,0,0,0,50,0
6256,,武周猛将,0,2,1,6005,youxia,61,,122,2,,10000,13022,2525,0,100,14,0,0,0,0,0,50,0
6257,,武周将军,0,2,1,6008,wufu,61,,125,2,,10000,13163,2542,0,100,14,0,0,0,0,0,50,0
6258,,武周将军,0,2,1,6007,mibaoshanzei,61,,124,3,,10000,9214,3575,0,10,203,0,0,0,0,0,50,0
6259,,武周将军,0,2,1,6003,gongjianshou,62,,116,4,,10000,9314,3599,0,10,203,0,0,0,0,0,50,0
6260,,武周将军,0,2,1,6005,youxia,62,,122,2,,10000,13306,2559,0,100,14,0,0,0,0,0,50,0
6261,,武周将军,0,2,1,6007,mibaoshanzei,62,,124,3,,10000,10461,4027,0,10,225,0,0,0,0,0,50,0
6262,,武周将军,0,2,1,6011,mibaoshanzeitoumu,62,,147,146,,10000,14944,4027,0,10,150,0,0,0,0,0,50,0
6263,,大唐侍卫,0,2,1,6006,wushi,63,,123,134,,10000,9022,4082,0,10,270,0,0,0,0,0,50,0
6264,,大唐侍卫,0,2,1,6011,mibaoshanzeitoumu,63,,147,146,,10000,13748,3674,0,10,135,0,0,0,0,0,50,0
6265,,大唐侍卫,0,2,2,6002,daodunbing,64,,120,2,,10000,17373,1932,0,10,14,0,100,0,0,0,50,0
6266,,大唐侍卫,0,2,1,6003,gongjianshou,64,,116,4,,10000,9729,3699,0,10,203,0,0,0,0,0,50,0
6267,,大唐侍卫,0,2,1,6004,cike,65,,121,3,,10000,9835,3724,0,10,203,0,0,0,0,0,50,0
6268,,大唐侍卫,0,2,1,6006,wushi,65,,123,134,,10000,9221,4138,0,10,270,0,0,0,0,0,50,0
6269,,大唐精兵,0,2,1,6008,wufu,65,,125,2,,10000,15782,2963,0,100,15,0,0,0,0,0,50,0
6270,,大唐精兵,0,2,1,6003,gongjianshou,65,,116,4,,10000,11047,4166,0,10,225,0,0,0,0,0,50,0
6271,,大唐精兵,0,2,1,6005,youxia,66,,122,2,,10000,14358,2685,0,100,14,0,0,0,0,0,50,0
6272,,大唐精兵,0,2,2,6002,daodunbing,66,,120,2,,10000,17947,1972,0,10,14,0,100,0,0,0,50,0
6273,,大唐精兵,0,2,1,6005,youxia,67,,122,2,,10000,14514,2703,0,100,14,0,0,0,0,0,50,0
6274,,大唐精兵,0,2,1,6004,cike,67,,121,3,,10000,10160,3801,0,10,203,0,0,0,0,0,50,0
6275,,大唐猛将,0,2,1,6005,youxia,67,,122,2,,10000,14670,2721,0,100,14,0,0,0,0,0,50,0
6276,,大唐猛将,0,2,1,6004,cike,67,,121,3,,10000,10269,3827,0,10,203,0,0,0,0,0,50,0
6277,,大唐猛将,0,2,1,6008,wufu,68,,125,2,,10000,16474,3044,0,100,15,0,0,0,0,0,50,0
6278,,大唐猛将,0,2,1,6001,changqiangbing,68,,119,1,,10000,16474,3259,0,10,150,0,0,0,0,0,50,0
6279,,大唐猛将,0,2,2,6002,daodunbing,68,,120,2,,10000,18732,2026,0,10,14,0,100,0,0,0,50,0
6280,,大唐猛将,0,2,1,6003,gongjianshou,68,,116,4,,10000,10490,3880,0,10,203,0,0,0,0,0,50,0
6281,,大唐将军,0,2,1,6011,mibaoshanzeitoumu,69,,147,146,,10000,15146,3906,0,10,135,0,0,0,0,0,50,0
6282,,大唐将军,0,2,1,6008,wufu,69,,125,2,,10000,15146,2778,0,100,14,0,0,0,0,0,50,0
6283,,大唐将军,0,2,1,6004,cike,70,,121,3,,10000,10714,3933,0,10,203,0,0,0,0,0,50,0
6284,,大唐将军,0,2,1,6005,youxia,70,,122,2,,10000,15306,2797,0,100,14,0,0,0,0,0,50,0
6285,,大唐将军,0,2,1,6005,youxia,70,,122,2,,10000,17187,3129,0,100,15,0,0,0,0,0,50,0
6286,,大唐将军,0,2,1,6006,wushi,70,,123,134,,10000,11279,4889,0,10,300,0,0,0,0,0,50,0
6287,,书童,0,2,1,6004,cike,71,,121,3,,10000,11112,4037,0,10,203,0,0,0,0,0,50,0
6288,,书童,0,2,1,6011,mibaoshanzeitoumu,71,,147,146,,10000,15874,4037,0,10,135,0,0,0,0,0,50,0
6289,,书童,0,2,1,6006,wushi,72,,123,134,,10000,10551,4528,0,10,270,0,0,0,0,0,50,0
6290,,书童,0,2,1,6008,wufu,72,,125,2,,10000,16078,2898,0,100,14,0,0,0,0,0,50,0
6291,,书童,0,2,1,6001,changqiangbing,72,,119,1,,10000,16284,3132,0,10,135,0,0,0,0,0,50,0
6292,,书童,0,2,1,6005,youxia,72,,122,2,,10000,16284,2926,0,100,14,0,0,0,0,0,50,0
6293,,文人,0,2,1,6003,gongjianshou,73,,116,4,,10000,12827,4615,0,10,225,0,0,0,0,0,50,0
6294,,文人,0,2,1,6007,mibaoshanzei,73,,124,3,,10000,12827,4615,0,10,225,0,0,0,0,0,50,0
6295,,文人,0,2,1,6006,wushi,74,,123,134,,10000,10960,4659,0,10,270,0,0,0,0,0,50,0
6296,,文人,0,2,1,6001,changqiangbing,74,,119,1,,10000,16701,3191,0,10,135,0,0,0,0,0,50,0
6297,,文人,0,2,1,6005,youxia,74,,122,2,,10000,16911,3011,0,100,14,0,0,0,0,0,50,0
6298,,文人,0,2,1,6004,cike,74,,121,3,,10000,11838,4234,0,10,203,0,0,0,0,0,50,0
6299,,墨客,0,2,1,6008,wufu,75,,125,2,,10000,17122,3039,0,100,14,0,0,0,0,0,50,0
6300,,墨客,0,2,1,6003,gongjianshou,75,,116,4,,10000,11986,4273,0,10,203,0,0,0,0,0,50,0
6301,,墨客,0,2,1,6006,wushi,76,,123,134,,10000,12640,5326,0,10,300,0,0,0,0,0,50,0
6302,,墨客,0,2,1,6005,youxia,76,,122,2,,10000,19262,3409,0,100,15,0,0,0,0,0,50,0
6303,,墨客,0,2,1,6006,wushi,77,,123,134,,10000,11517,4838,0,10,270,0,0,0,0,0,50,0
6304,,墨客,0,2,2,6002,daodunbing,77,,120,2,,10000,21937,2274,0,10,14,0,100,0,0,0,50,0
6305,,才子,0,2,1,6007,mibaoshanzei,77,,124,3,,10000,12436,4396,0,10,203,0,0,0,0,0,50,0
6306,,才子,0,2,1,6006,wushi,77,,123,134,,10000,11659,4884,0,10,270,0,0,0,0,0,50,0
6307,,才子,0,2,1,6008,wufu,78,,125,2,,10000,17983,3155,0,100,14,0,0,0,0,0,50,0
6308,,才子,0,2,1,6007,mibaoshanzei,78,,124,3,,10000,12588,4436,0,10,203,0,0,0,0,0,50,0
6309,,才子,0,2,1,6007,mibaoshanzei,79,,124,3,,10000,14157,4975,0,10,225,0,0,0,0,0,50,0
6310,,才子,0,2,1,6004,cike,79,,121,3,,10000,14157,4975,0,10,225,0,0,0,0,0,50,0
6311,,瓦岗寨义军,0,2,1,6006,wushi,79,,123,134,,10000,12093,5050,0,10,270,0,0,0,0,0,50,0
6312,,瓦岗寨义军,0,2,1,6005,youxia,79,,122,2,,10000,18428,3232,0,100,14,0,0,0,0,0,50,0
6313,,瓦岗寨义军,0,2,2,6002,daodunbing,80,,120,2,,10000,23178,2391,0,10,14,0,100,0,0,0,50,0
6314,,瓦岗寨义军,0,2,1,6005,youxia,80,,122,2,,10000,18542,3256,0,100,14,0,0,0,0,0,50,0
6315,,瓦岗寨义军,0,2,1,6001,changqiangbing,81,,119,1,,10000,18658,3511,0,10,135,0,0,0,0,0,50,0
6316,,瓦岗寨义军,0,2,1,6011,mibaoshanzeitoumu,81,,147,146,,10000,18658,4613,0,10,135,0,0,0,0,0,50,0
6317,,瓦岗寨士兵,0,2,1,6003,gongjianshou,81,,116,4,,10000,14601,5164,0,10,225,0,0,0,0,0,50,0
6318,,瓦岗寨士兵,0,2,1,6001,changqiangbing,81,,119,1,,10000,20858,3931,0,10,150,0,0,0,0,0,50,0
6319,,瓦岗寨士兵,0,2,2,6002,daodunbing,82,,120,2,,10000,23612,2445,0,10,14,0,100,0,0,0,50,0
6320,,瓦岗寨士兵,0,2,1,6008,wufu,82,,125,2,,10000,18890,3330,0,100,14,0,0,0,0,0,50,0
6321,,瓦岗寨士兵,0,2,1,6003,gongjianshou,82,,116,4,,10000,13304,4718,0,10,203,0,0,0,0,0,50,0
6322,,瓦岗寨士兵,0,2,1,6007,mibaoshanzei,82,,124,3,,10000,13304,4718,0,10,203,0,0,0,0,0,50,0
6323,,瓦岗寨精兵,0,2,2,6002,daodunbing,83,,120,2,,10000,23905,2482,0,10,14,0,100,0,0,0,50,0
6324,,瓦岗寨精兵,0,2,1,6005,youxia,83,,122,2,,10000,19124,3380,0,100,14,0,0,0,0,0,50,0
6325,,瓦岗寨精兵,0,2,1,6007,mibaoshanzei,84,,124,3,,10000,14967,5321,0,10,225,0,0,0,0,0,50,0
6326,,瓦岗寨精兵,0,2,1,6005,youxia,84,,122,2,,10000,21381,3784,0,100,15,0,0,0,0,0,50,0
6327,,瓦岗寨精兵,0,2,1,6004,cike,84,,121,3,,10000,13554,4824,0,10,203,0,0,0,0,0,50,0
6328,,瓦岗寨精兵,0,2,1,6007,mibaoshanzei,84,,124,3,,10000,13554,4824,0,10,203,0,0,0,0,0,50,0
6329,,瓦岗寨将领,0,2,1,6007,mibaoshanzei,85,,124,3,,10000,13638,4860,0,10,203,0,0,0,0,0,50,0
6330,,瓦岗寨将领,0,2,1,6008,wufu,85,,125,2,,10000,19482,3456,0,100,14,0,0,0,0,0,50,0
6331,,瓦岗寨将领,0,2,1,6005,youxia,86,,122,2,,10000,19603,3482,0,100,14,0,0,0,0,0,50,0
6332,,瓦岗寨将领,0,2,2,6002,daodunbing,86,,120,2,,10000,24504,2557,0,10,14,0,100,0,0,0,50,0
6333,,瓦岗寨将领,0,2,1,6005,youxia,86,,122,2,,10000,21916,3897,0,100,15,0,0,0,0,0,50,0
6334,,瓦岗寨将领,0,2,2,6002,daodunbing,86,,120,2,,10000,27395,2862,0,10,15,0,100,0,0,0,50,0
6335,,唐朝侍卫,0,2,1,6007,mibaoshanzei,87,,124,3,,10000,13976,5005,0,10,203,0,0,0,0,0,50,0
6336,,唐朝侍卫,0,2,1,6003,gongjianshou,87,,116,4,,10000,13976,5005,0,10,203,0,0,0,0,0,50,0
6337,,唐朝侍卫,0,2,1,6005,youxia,88,,122,2,,10000,20088,3585,0,100,14,0,0,0,0,0,50,0
6338,,唐朝侍卫,0,2,1,6006,wushi,88,,123,134,,10000,13183,5602,0,10,270,0,0,0,0,0,50,0
6339,,唐朝侍卫,0,2,1,6005,youxia,89,,122,2,,10000,20211,3612,0,100,14,0,0,0,0,0,50,0
6340,,唐朝侍卫,0,2,2,6002,daodunbing,89,,120,2,,10000,25264,2653,0,10,14,0,100,0,0,0,50,0
6341,,唐朝精兵,0,2,1,6011,mibaoshanzeitoumu,90,,147,146,,10000,22594,5685,0,10,150,0,0,0,0,0,50,0
6342,,唐朝精兵,0,2,1,6003,gongjianshou,90,,116,4,,10000,15816,5685,0,10,225,0,0,0,0,0,50,0
6343,,唐朝精兵,0,2,1,6011,mibaoshanzeitoumu,91,,147,146,,10000,20458,5154,0,10,135,0,0,0,0,0,50,0
6344,,唐朝精兵,0,2,1,6003,gongjianshou,91,,116,4,,10000,14321,5154,0,10,203,0,0,0,0,0,50,0
6345,,唐朝精兵,0,2,1,6011,mibaoshanzeitoumu,91,,147,146,,10000,20584,5192,0,10,135,0,0,0,0,0,50,0
6346,,唐朝精兵,0,2,1,6008,wufu,91,,125,2,,10000,20584,3692,0,100,14,0,0,0,0,0,50,0
6347,,唐朝猛将,0,2,1,6007,mibaoshanzei,92,,124,3,,10000,14497,5230,0,10,203,0,0,0,0,0,50,0
6348,,唐朝猛将,0,2,1,6005,youxia,92,,122,2,,10000,20710,3719,0,100,14,0,0,0,0,0,50,0
6349,,唐朝猛将,0,2,2,6002,daodunbing,93,,120,2,,10000,28938,3057,0,10,15,0,100,0,0,0,50,0
6350,,唐朝猛将,0,2,1,6001,changqiangbing,93,,119,1,,10000,23150,4455,0,10,150,0,0,0,0,0,50,0
6351,,唐朝猛将,0,2,1,6003,gongjianshou,93,,116,4,,10000,14674,5306,0,10,203,0,0,0,0,0,50,0
6352,,唐朝猛将,0,2,2,6002,daodunbing,93,,120,2,,10000,26203,2771,0,10,14,0,100,0,0,0,50,0
6353,,唐朝将军,0,2,1,6001,changqiangbing,94,,119,1,,10000,21090,4068,0,10,135,0,0,0,0,0,50,0
6354,,唐朝将军,0,2,2,6002,daodunbing,94,,120,2,,10000,26363,2791,0,10,14,0,100,0,0,0,50,0
6355,,唐朝将军,0,2,1,6001,changqiangbing,95,,119,1,,10000,21219,4098,0,10,135,0,0,0,0,0,50,0
6356,,唐朝将军,0,2,1,6006,wushi,95,,123,134,,10000,13925,5982,0,10,270,0,0,0,0,0,50,0
6357,,唐朝将军,0,2,1,6005,youxia,96,,122,2,,10000,23720,4285,0,100,15,0,0,0,0,0,50,0
6358,,唐朝将军,0,2,1,6008,wufu,96,,125,2,,10000,23720,4285,0,100,15,0,0,0,0,0,50,0
6359,,柔然侍卫,0,2,1,6005,youxia,96,,122,2,,10000,21682,3924,0,100,14,0,0,0,0,0,50,0
6360,,柔然侍卫,0,2,1,6001,changqiangbing,96,,119,1,,10000,21682,4200,0,10,135,0,0,0,0,0,50,0
6361,,柔然侍卫,0,2,1,6007,mibaoshanzei,97,,124,3,,10000,15295,5567,0,10,203,0,0,0,0,0,50,0
6362,,柔然侍卫,0,2,1,6003,gongjianshou,97,,116,4,,10000,15295,5567,0,10,203,0,0,0,0,0,50,0
6363,,柔然侍卫,0,2,1,6008,wufu,98,,125,2,,10000,22018,3993,0,100,14,0,0,0,0,0,50,0
6364,,柔然侍卫,0,2,1,6004,cike,98,,121,3,,10000,15413,5615,0,10,203,0,0,0,0,0,50,0
6365,,柔然精兵,0,2,1,6001,changqiangbing,99,,119,1,,10000,24654,4790,0,10,150,0,0,0,0,0,50,0
6366,,柔然精兵,0,2,1,6005,youxia,99,,122,2,,10000,24654,4476,0,100,15,0,0,0,0,0,50,0
6367,,柔然精兵,0,2,2,6002,daodunbing,99,,120,2,,10000,27949,2984,0,10,14,0,100,0,0,0,50,0
6368,,柔然精兵,0,2,1,6011,mibaoshanzeitoumu,99,,147,146,,10000,22359,5713,0,10,135,0,0,0,0,0,50,0
6369,,柔然精兵,0,2,1,6006,wushi,100,,123,134,,10000,14786,6403,0,10,270,0,0,0,0,0,50,0
6370,,柔然精兵,0,2,1,6008,wufu,100,,125,2,,10000,22530,4098,0,100,14,0,0,0,0,0,50,0
6371,,柔然猛将,0,2,1,6003,gongjianshou,101,,116,4,,10000,15892,5812,0,10,203,0,0,0,0,0,50,0
6372,,柔然猛将,0,2,1,6004,cike,101,,121,3,,10000,15892,5812,0,10,203,0,0,0,0,0,50,0
6373,,柔然猛将,0,2,2,6002,daodunbing,102,,120,2,,10000,31773,3401,0,10,15,0,100,0,0,0,50,0
6374,,柔然猛将,0,2,1,6005,youxia,102,,122,2,,10000,25418,4632,0,100,15,0,0,0,0,0,50,0
6375,,柔然猛将,0,2,1,6004,cike,103,,121,3,,10000,16136,5912,0,10,203,0,0,0,0,0,50,0
6376,,柔然猛将,0,2,1,6001,changqiangbing,103,,119,1,,10000,23051,4500,0,10,135,0,0,0,0,0,50,0
6377,,柔然将军,0,2,1,6006,wushi,104,,123,134,,10000,15242,6625,0,10,270,0,0,0,0,0,50,0
6378,,柔然将军,0,2,1,6003,gongjianshou,104,,116,4,,10000,16258,5963,0,10,203,0,0,0,0,0,50,0
6379,,柔然将军,0,2,1,6001,changqiangbing,105,,119,1,,10000,23402,4576,0,10,135,0,0,0,0,0,50,0
6380,,柔然将军,0,2,1,6006,wushi,105,,123,134,,10000,15358,6681,0,10,270,0,0,0,0,0,50,0
6381,,柔然将军,0,2,1,6007,mibaoshanzei,105,,124,3,,10000,18340,6737,0,10,225,0,0,0,0,0,50,0
6382,,柔然将军,0,2,1,6005,youxia,105,,122,2,,10000,26200,4791,0,100,15,0,0,0,0,0,50,0
6383,,吴国小兵,0,2,2,6002,daodunbing,106,,120,2,,10000,29790,3207,0,10,14,0,100,0,0,0,50,0
6384,,吴国小兵,0,2,1,6008,wufu,106,,125,2,,10000,23832,4367,0,100,14,0,0,0,0,0,50,0
6385,,吴国小兵,0,2,1,6011,mibaoshanzeitoumu,107,,147,146,,10000,23959,6179,0,10,135,0,0,0,0,0,50,0
6386,,吴国小兵,0,2,1,6007,mibaoshanzei,107,,124,3,,10000,16771,6179,0,10,203,0,0,0,0,0,50,0
6387,,吴国小兵,0,2,1,6001,changqiangbing,107,,119,1,,10000,24086,4733,0,10,135,0,0,0,0,0,50,0
6388,,吴国小兵,0,2,1,6006,wushi,107,,123,134,,10000,15807,6909,0,10,270,0,0,0,0,0,50,0
6389,,吴国精兵,0,2,1,6003,gongjianshou,108,,116,4,,10000,18834,6953,0,10,225,0,0,0,0,0,50,0
6390,,吴国精兵,0,2,1,6007,mibaoshanzei,108,,124,3,,10000,18834,6953,0,10,225,0,0,0,0,0,50,0
6391,,吴国精兵,0,2,1,6007,mibaoshanzei,109,,124,3,,10000,17041,6296,0,10,203,0,0,0,0,0,50,0
6392,,吴国精兵,0,2,1,6003,gongjianshou,109,,116,4,,10000,17041,6296,0,10,203,0,0,0,0,0,50,0
6393,,吴国精兵,0,2,1,6007,mibaoshanzei,110,,124,3,,10000,17132,6336,0,10,203,0,0,0,0,0,50,0
6394,,吴国精兵,0,2,1,6003,gongjianshou,110,,116,4,,10000,17132,6336,0,10,203,0,0,0,0,0,50,0
6395,,吴国猛将,0,2,1,6005,youxia,110,,122,2,,10000,24604,4534,0,100,14,0,0,0,0,0,50,0
6396,,吴国猛将,0,2,1,6008,wufu,110,,125,2,,10000,24604,4534,0,100,14,0,0,0,0,0,50,0
6397,,吴国猛将,0,2,1,6006,wushi,111,,123,134,,10000,18036,7920,0,10,300,0,0,0,0,0,50,0
6398,,吴国猛将,0,2,1,6007,mibaoshanzei,111,,124,3,,10000,19238,7128,0,10,225,0,0,0,0,0,50,0
6399,,吴国猛将,0,2,1,6011,mibaoshanzeitoumu,112,,147,146,,10000,24866,6455,0,10,135,0,0,0,0,0,50,0
6400,,吴国猛将,0,2,1,6007,mibaoshanzei,112,,124,3,,10000,17406,6455,0,10,203,0,0,0,0,0,50,0
6401,,吴国将军,0,2,1,6005,youxia,113,,122,2,,10000,24998,4619,0,100,14,0,0,0,0,0,50,0
6402,,吴国将军,0,2,1,6003,gongjianshou,113,,116,4,,10000,17499,6495,0,10,203,0,0,0,0,0,50,0
6403,,吴国将军,0,2,1,6003,gongjianshou,113,,116,4,,10000,17592,6536,0,10,203,0,0,0,0,0,50,0
6404,,吴国将军,0,2,1,6001,changqiangbing,113,,119,1,,10000,25131,4974,0,10,135,0,0,0,0,0,50,0
6405,,吴国将军,0,2,1,6007,mibaoshanzei,114,,124,3,,10000,19650,7307,0,10,225,0,0,0,0,0,50,0
6406,,吴国将军,0,2,1,6003,gongjianshou,114,,116,4,,10000,19650,7307,0,10,225,0,0,0,0,0,50,0
6407,,貂蝉家将,0,2,1,6007,mibaoshanzei,115,,124,3,,10000,17876,6659,0,10,203,0,0,0,0,0,50,0
6408,,貂蝉家将,0,2,1,6008,wufu,115,,125,2,,10000,25538,4735,0,100,14,0,0,0,0,0,50,0
6409,,貂蝉家将,0,2,1,6003,gongjianshou,117,,116,4,,10000,17972,6701,0,10,203,0,0,0,0,0,50,0
6410,,貂蝉家将,0,2,1,6005,youxia,117,,122,2,,10000,25674,4765,0,100,14,0,0,0,0,0,50,0
6411,,貂蝉家将,0,2,2,6002,daodunbing,118,,120,2,,10000,32265,3521,0,10,14,0,100,0,0,0,50,0
6412,,貂蝉家将,0,2,1,6007,mibaoshanzei,118,,124,3,,10000,18068,6743,0,10,203,0,0,0,0,0,50,0
6413,,貂蝉丫鬟,0,2,1,6003,gongjianshou,119,,116,4,,10000,20184,7538,0,10,225,0,0,0,0,0,50,0
6414,,貂蝉丫鬟,0,2,1,6005,youxia,119,,122,2,,10000,28834,5361,0,100,15,0,0,0,0,0,50,0
6415,,貂蝉丫鬟,0,2,1,6007,mibaoshanzei,120,,124,3,,10000,18263,6827,0,10,203,0,0,0,0,0,50,0
6416,,貂蝉丫鬟,0,2,1,6004,cike,120,,121,3,,10000,18263,6827,0,10,203,0,0,0,0,0,50,0
6417,,貂蝉丫鬟,0,2,1,6004,cike,121,,121,3,,10000,18361,6869,0,10,203,0,0,0,0,0,50,0
6418,,貂蝉丫鬟,0,2,1,6005,youxia,121,,122,2,,10000,26230,4884,0,100,14,0,0,0,0,0,50,0
6419,,貂蝉侍卫,0,2,1,6003,gongjianshou,121,,116,4,,10000,18459,6912,0,10,203,0,0,0,0,0,50,0
6420,,貂蝉侍卫,0,2,2,6002,daodunbing,121,,120,2,,10000,32963,3610,0,10,14,0,100,0,0,0,50,0
6421,,貂蝉侍卫,0,2,1,6006,wushi,122,,123,134,,10000,19332,8586,0,10,300,0,0,0,0,0,50,0
6422,,貂蝉侍卫,0,2,1,6003,gongjianshou,122,,116,4,,10000,20620,7727,0,10,225,0,0,0,0,0,50,0
6423,,貂蝉侍卫,0,2,1,6007,mibaoshanzei,123,,124,3,,10000,18658,6998,0,10,203,0,0,0,0,0,50,0
6424,,貂蝉侍卫,0,2,1,6008,wufu,123,,125,2,,10000,26654,4976,0,100,14,0,0,0,0,0,50,0
6425,,貂蝉亲兵,0,2,1,6011,mibaoshanzeitoumu,124,,147,146,,10000,26796,7041,0,10,135,0,0,0,0,0,50,0
6426,,貂蝉亲兵,0,2,1,6011,mibaoshanzeitoumu,124,,147,146,,10000,26796,7041,0,10,135,0,0,0,0,0,50,0
6427,,貂蝉亲兵,0,2,1,6011,mibaoshanzeitoumu,125,,147,146,,10000,26939,7085,0,10,135,0,0,0,0,0,50,0
6428,,貂蝉亲兵,0,2,1,6006,wushi,125,,123,134,,10000,17679,7872,0,10,270,0,0,0,0,0,50,0
6429,,貂蝉亲兵,0,2,1,6001,changqiangbing,126,,119,1,,10000,30092,6028,0,10,150,0,0,0,0,0,50,0
6430,,貂蝉亲兵,0,2,2,6002,daodunbing,126,,120,2,,10000,37615,4136,0,10,15,0,100,0,0,0,50,0
6431,,吕布家将,0,2,1,6011,mibaoshanzeitoumu,127,,147,146,,10000,27372,7217,0,10,135,0,0,0,0,0,50,0
6432,,吕布家将,0,2,2,6002,daodunbing,127,,120,2,,10000,34215,3769,0,10,14,0,100,0,0,0,50,0
6433,,吕布家将,0,2,1,6001,changqiangbing,128,,119,1,,10000,27518,5527,0,10,135,0,0,0,0,0,50,0
6434,,吕布家将,0,2,1,6005,youxia,128,,122,2,,10000,27518,5164,0,100,14,0,0,0,0,0,50,0
6435,,吕布家将,0,2,1,6006,wushi,129,,123,134,,10000,18155,8118,0,10,270,0,0,0,0,0,50,0
6436,,吕布家将,0,2,1,6003,gongjianshou,129,,116,4,,10000,19365,7306,0,10,203,0,0,0,0,0,50,0
