##这是一个注释,不读,,,,,,
效果ID,描述,统一目标,效果1,效果2,效果3,效果4,效果5
2127,,,执行伤害#3#15600#2700,添加状态#1#43#1500,,,
2128,,,执行伤害#3#15700#2800,添加状态#1#43#1500,,,
2129,,,执行伤害#3#15800#2900,添加状态#1#43#1500,,,
2130,,,执行伤害#3#15900#3000,添加状态#1#43#1500,,,
2131,,,执行伤害#3#17000#3100,添加状态#1#43#1500,,,
2132,,,执行伤害#3#17100#3200,添加状态#1#43#1500,,,
2133,,,执行伤害#3#17200#3300,添加状态#1#43#1500,,,
2134,,,执行伤害#3#17300#3400,添加状态#1#43#1500,,,
2135,,,执行伤害#3#17400#3500,添加状态#1#43#1500,,,
2136,,,执行伤害#3#17500#3600,添加状态#1#43#1500,,,
2137,,,执行伤害#3#17600#3700,添加状态#1#43#1500,,,
2138,,,执行伤害#3#17700#3800,添加状态#1#43#1500,,,
2139,,,执行伤害#3#17800#3900,添加状态#1#43#1500,,,
2140,,,执行伤害#3#17900#4000,添加状态#1#43#1500,,,
2141,,,执行伤害#3#19000#4100,添加状态#1#43#1500,,,
2142,,,执行伤害#3#19100#4200,添加状态#1#43#1500,,,
2143,,,执行伤害#3#19200#4300,添加状态#1#43#1500,,,
2144,,,执行伤害#3#19300#4400,添加状态#1#43#1500,,,
2145,,,执行伤害#3#19400#4500,添加状态#1#43#1500,,,
2146,,,执行伤害#3#19500#4600,添加状态#1#43#1500,,,
2147,,,执行伤害#3#19600#4700,添加状态#1#43#1500,,,
2148,,,执行伤害#3#19700#4800,添加状态#1#43#1500,,,
2149,,,执行伤害#3#19800#4900,添加状态#1#43#1500,,,
2150,,,执行伤害#3#19900#5000,添加状态#1#43#1500,,,
2151,,,执行伤害#3#11000#100,添加状态#1#18#2000,,,
2152,,,执行伤害#3#11400#200,添加状态#1#18#2000,,,
2153,,,执行伤害#3#11800#300,添加状态#1#18#2000,,,
2154,,,执行伤害#3#12200#400,添加状态#1#18#2000,,,
2155,,,执行伤害#3#12600#500,添加状态#1#18#2000,,,
2156,,,执行伤害#3#13000#600,添加状态#1#18#2000,,,
2157,,,执行伤害#3#13400#700,添加状态#1#18#2000,,,
2158,,,执行伤害#3#13800#800,添加状态#1#18#2000,,,
2159,,,执行伤害#3#14200#900,添加状态#1#18#2000,,,
2160,,,执行伤害#3#14600#1000,添加状态#1#18#2000,,,
2161,,,执行伤害#3#15000#1100,添加状态#1#18#2000,,,
2162,,,执行伤害#3#15400#1200,添加状态#1#18#2000,,,
2163,,,执行伤害#3#15800#1300,添加状态#1#18#2000,,,
2164,,,执行伤害#3#16200#1400,添加状态#1#18#2000,,,
2165,,,执行伤害#3#16600#1500,添加状态#1#18#2000,,,
2166,,,执行伤害#3#17000#1600,添加状态#1#18#2000,,,
2167,,,执行伤害#3#17400#1700,添加状态#1#18#2000,,,
2168,,,执行伤害#3#17800#1800,添加状态#1#18#2000,,,
2169,,,执行伤害#3#18200#1900,添加状态#1#18#2000,,,
2170,,,执行伤害#3#18600#2000,添加状态#1#18#2000,,,
2171,,,执行伤害#3#19000#2100,添加状态#1#18#2000,,,
2172,,,执行伤害#3#15100#2200,添加状态#1#18#2000,,,
2173,,,执行伤害#3#15200#2300,添加状态#1#18#2000,,,
2174,,,执行伤害#3#15300#2400,添加状态#1#18#2000,,,
2175,,,执行伤害#3#15400#2500,添加状态#1#18#2000,,,
2176,,,执行伤害#3#15500#2600,添加状态#1#18#2000,,,
2177,,,执行伤害#3#15600#2700,添加状态#1#18#2000,,,
2178,,,执行伤害#3#15700#2800,添加状态#1#18#2000,,,
2179,,,执行伤害#3#15800#2900,添加状态#1#18#2000,,,
2180,,,执行伤害#3#15900#3000,添加状态#1#18#2000,,,
2181,,,执行伤害#3#17000#3100,添加状态#1#18#2000,,,
2182,,,执行伤害#3#17100#3200,添加状态#1#18#2000,,,
2183,,,执行伤害#3#17200#3300,添加状态#1#18#2000,,,
2184,,,执行伤害#3#17300#3400,添加状态#1#18#2000,,,
2185,,,执行伤害#3#17400#3500,添加状态#1#18#2000,,,
2186,,,执行伤害#3#17500#3600,添加状态#1#18#2000,,,
2187,,,执行伤害#3#17600#3700,添加状态#1#18#2000,,,
2188,,,执行伤害#3#17700#3800,添加状态#1#18#2000,,,
2189,,,执行伤害#3#17800#3900,添加状态#1#18#2000,,,
2190,,,执行伤害#3#17900#4000,添加状态#1#18#2000,,,
2191,,,执行伤害#3#19000#4100,添加状态#1#18#2000,,,
2192,,,执行伤害#3#19100#4200,添加状态#1#18#2000,,,
2193,,,执行伤害#3#19200#4300,添加状态#1#18#2000,,,
2194,,,执行伤害#3#19300#4400,添加状态#1#18#2000,,,
2195,,,执行伤害#3#19400#4500,添加状态#1#18#2000,,,
2196,,,执行伤害#3#19500#4600,添加状态#1#18#2000,,,
2197,,,执行伤害#3#19600#4700,添加状态#1#18#2000,,,
2198,,,执行伤害#3#19700#4800,添加状态#1#18#2000,,,
2199,,,执行伤害#3#19800#4900,添加状态#1#18#2000,,,
2200,,,执行伤害#3#19900#5000,添加状态#1#18#2000,,,
2201,,,执行伤害#3#11000#100,添加状态#1#12#2000,,,
2202,,,执行伤害#3#11400#200,添加状态#1#12#2000,,,
2203,,,执行伤害#3#11800#300,添加状态#1#12#2000,,,
2204,,,执行伤害#3#12200#400,添加状态#1#12#2000,,,
2205,,,执行伤害#3#12600#500,添加状态#1#12#2000,,,
2206,,,执行伤害#3#13000#600,添加状态#1#12#2000,,,
2207,,,执行伤害#3#13400#700,添加状态#1#12#2000,,,
2208,,,执行伤害#3#13800#800,添加状态#1#12#2000,,,
2209,,,执行伤害#3#14200#900,添加状态#1#12#2000,,,
2210,,,执行伤害#3#14600#1000,添加状态#1#12#2000,,,
2211,,,执行伤害#3#15000#1100,添加状态#1#12#2000,,,
2212,,,执行伤害#3#15400#1200,添加状态#1#12#2000,,,
2213,,,执行伤害#3#15800#1300,添加状态#1#12#2000,,,
2214,,,执行伤害#3#16200#1400,添加状态#1#12#2000,,,
2215,,,执行伤害#3#16600#1500,添加状态#1#12#2000,,,
2216,,,执行伤害#3#17000#1600,添加状态#1#12#2000,,,
2217,,,执行伤害#3#17400#1700,添加状态#1#12#2000,,,
2218,,,执行伤害#3#17800#1800,添加状态#1#12#2000,,,
2219,,,执行伤害#3#18200#1900,添加状态#1#12#2000,,,
2220,,,执行伤害#3#18600#2000,添加状态#1#12#2000,,,
2221,,,执行伤害#3#19000#2100,添加状态#1#12#2000,,,
2222,,,执行伤害#3#15100#2200,添加状态#1#12#2000,,,
2223,,,执行伤害#3#15200#2300,添加状态#1#12#2000,,,
2224,,,执行伤害#3#15300#2400,添加状态#1#12#2000,,,
2225,,,执行伤害#3#15400#2500,添加状态#1#12#2000,,,
2226,,,执行伤害#3#15500#2600,添加状态#1#12#2000,,,
2227,,,执行伤害#3#15600#2700,添加状态#1#12#2000,,,
2228,,,执行伤害#3#15700#2800,添加状态#1#12#2000,,,
2229,,,执行伤害#3#15800#2900,添加状态#1#12#2000,,,
2230,,,执行伤害#3#15900#3000,添加状态#1#12#2000,,,
2231,,,执行伤害#3#17000#3100,添加状态#1#12#2000,,,
2232,,,执行伤害#3#17100#3200,添加状态#1#12#2000,,,
2233,,,执行伤害#3#17200#3300,添加状态#1#12#2000,,,
2234,,,执行伤害#3#17300#3400,添加状态#1#12#2000,,,
2235,,,执行伤害#3#17400#3500,添加状态#1#12#2000,,,
2236,,,执行伤害#3#17500#3600,添加状态#1#12#2000,,,
2237,,,执行伤害#3#17600#3700,添加状态#1#12#2000,,,
2238,,,执行伤害#3#17700#3800,添加状态#1#12#2000,,,
2239,,,执行伤害#3#17800#3900,添加状态#1#12#2000,,,
2240,,,执行伤害#3#17900#4000,添加状态#1#12#2000,,,
2241,,,执行伤害#3#19000#4100,添加状态#1#12#2000,,,
2242,,,执行伤害#3#19100#4200,添加状态#1#12#2000,,,
2243,,,执行伤害#3#19200#4300,添加状态#1#12#2000,,,
2244,,,执行伤害#3#19300#4400,添加状态#1#12#2000,,,
2245,,,执行伤害#3#19400#4500,添加状态#1#12#2000,,,
2246,,,执行伤害#3#19500#4600,添加状态#1#12#2000,,,
2247,,,执行伤害#3#19600#4700,添加状态#1#12#2000,,,
2248,,,执行伤害#3#19700#4800,添加状态#1#12#2000,,,
2249,,,执行伤害#3#19800#4900,添加状态#1#12#2000,,,
2250,,,执行伤害#3#19900#5000,添加状态#1#12#2000,,,
2251,,,执行伤害#3#11000#100,添加状态#1#13#2000,,,
2252,,,执行伤害#3#11400#200,添加状态#1#13#2000,,,
2253,,,执行伤害#3#11800#300,添加状态#1#13#2000,,,
2254,,,执行伤害#3#12200#400,添加状态#1#13#2000,,,
2255,,,执行伤害#3#12600#500,添加状态#1#13#2000,,,
2256,,,执行伤害#3#13000#600,添加状态#1#13#2000,,,
2257,,,执行伤害#3#13400#700,添加状态#1#13#2000,,,
2258,,,执行伤害#3#13800#800,添加状态#1#13#2000,,,
2259,,,执行伤害#3#14200#900,添加状态#1#13#2000,,,
2260,,,执行伤害#3#14600#1000,添加状态#1#13#2000,,,
2261,,,执行伤害#3#15000#1100,添加状态#1#13#2000,,,
2262,,,执行伤害#3#15400#1200,添加状态#1#13#2000,,,
2263,,,执行伤害#3#15800#1300,添加状态#1#13#2000,,,
2264,,,执行伤害#3#16200#1400,添加状态#1#13#2000,,,
2265,,,执行伤害#3#16600#1500,添加状态#1#13#2000,,,
2266,,,执行伤害#3#17000#1600,添加状态#1#13#2000,,,
2267,,,执行伤害#3#17400#1700,添加状态#1#13#2000,,,
2268,,,执行伤害#3#17800#1800,添加状态#1#13#2000,,,
2269,,,执行伤害#3#18200#1900,添加状态#1#13#2000,,,
2270,,,执行伤害#3#18600#2000,添加状态#1#13#2000,,,
2271,,,执行伤害#3#19000#2100,添加状态#1#13#2000,,,
2272,,,执行伤害#3#15100#2200,添加状态#1#13#2000,,,
2273,,,执行伤害#3#15200#2300,添加状态#1#13#2000,,,
2274,,,执行伤害#3#15300#2400,添加状态#1#13#2000,,,
2275,,,执行伤害#3#15400#2500,添加状态#1#13#2000,,,
2276,,,执行伤害#3#15500#2600,添加状态#1#13#2000,,,
2277,,,执行伤害#3#15600#2700,添加状态#1#13#2000,,,
2278,,,执行伤害#3#15700#2800,添加状态#1#13#2000,,,
2279,,,执行伤害#3#15800#2900,添加状态#1#13#2000,,,
2280,,,执行伤害#3#15900#3000,添加状态#1#13#2000,,,
2281,,,执行伤害#3#17000#3100,添加状态#1#13#2000,,,
2282,,,执行伤害#3#17100#3200,添加状态#1#13#2000,,,
2283,,,执行伤害#3#17200#3300,添加状态#1#13#2000,,,
2284,,,执行伤害#3#17300#3400,添加状态#1#13#2000,,,
2285,,,执行伤害#3#17400#3500,添加状态#1#13#2000,,,
2286,,,执行伤害#3#17500#3600,添加状态#1#13#2000,,,
2287,,,执行伤害#3#17600#3700,添加状态#1#13#2000,,,
2288,,,执行伤害#3#17700#3800,添加状态#1#13#2000,,,
2289,,,执行伤害#3#17800#3900,添加状态#1#13#2000,,,
2290,,,执行伤害#3#17900#4000,添加状态#1#13#2000,,,
2291,,,执行伤害#3#19000#4100,添加状态#1#13#2000,,,
2292,,,执行伤害#3#19100#4200,添加状态#1#13#2000,,,
2293,,,执行伤害#3#19200#4300,添加状态#1#13#2000,,,
2294,,,执行伤害#3#19300#4400,添加状态#1#13#2000,,,
2295,,,执行伤害#3#19400#4500,添加状态#1#13#2000,,,
2296,,,执行伤害#3#19500#4600,添加状态#1#13#2000,,,
2297,,,执行伤害#3#19600#4700,添加状态#1#13#2000,,,
2298,,,执行伤害#3#19700#4800,添加状态#1#13#2000,,,
2299,,,执行伤害#3#19800#4900,添加状态#1#13#2000,,,
2300,,,执行伤害#3#19900#5000,添加状态#1#13#2000,,,
2301,,,执行伤害#3#11000#100,添加状态#1#44#3000,添加状态#1#12#2000,,
2302,,,执行伤害#3#11400#200,添加状态#1#44#3000,添加状态#1#12#2000,,
2303,,,执行伤害#3#11800#300,添加状态#1#44#3000,添加状态#1#12#2000,,
2304,,,执行伤害#3#12200#400,添加状态#1#44#3000,添加状态#1#12#2000,,
2305,,,执行伤害#3#12600#500,添加状态#1#44#3000,添加状态#1#12#2000,,
2306,,,执行伤害#3#13000#600,添加状态#1#44#3000,添加状态#1#12#2000,,
2307,,,执行伤害#3#13400#700,添加状态#1#44#3000,添加状态#1#12#2000,,
2308,,,执行伤害#3#13800#800,添加状态#1#44#3000,添加状态#1#12#2000,,
2309,,,执行伤害#3#14200#900,添加状态#1#44#3000,添加状态#1#12#2000,,
2310,,,执行伤害#3#14600#1000,添加状态#1#44#3000,添加状态#1#12#2000,,
2311,,,执行伤害#3#15000#1100,添加状态#1#44#3000,添加状态#1#12#2000,,
2312,,,执行伤害#3#15400#1200,添加状态#1#44#3000,添加状态#1#12#2000,,
2313,,,执行伤害#3#15800#1300,添加状态#1#44#3000,添加状态#1#12#2000,,
2314,,,执行伤害#3#16200#1400,添加状态#1#44#3000,添加状态#1#12#2000,,
2315,,,执行伤害#3#16600#1500,添加状态#1#44#3000,添加状态#1#12#2000,,
2316,,,执行伤害#3#17000#1600,添加状态#1#44#3000,添加状态#1#12#2000,,
2317,,,执行伤害#3#17400#1700,添加状态#1#44#3000,添加状态#1#12#2000,,
2318,,,执行伤害#3#17800#1800,添加状态#1#44#3000,添加状态#1#12#2000,,
2319,,,执行伤害#3#18200#1900,添加状态#1#44#3000,添加状态#1#12#2000,,
2320,,,执行伤害#3#18600#2000,添加状态#1#44#3000,添加状态#1#12#2000,,
2321,,,执行伤害#3#19000#2100,添加状态#1#44#3000,添加状态#1#12#2000,,
2322,,,执行伤害#3#15100#2200,添加状态#1#44#3000,添加状态#1#12#2000,,
2323,,,执行伤害#3#15200#2300,添加状态#1#44#3000,添加状态#1#12#2000,,
2324,,,执行伤害#3#15300#2400,添加状态#1#44#3000,添加状态#1#12#2000,,
2325,,,执行伤害#3#15400#2500,添加状态#1#44#3000,添加状态#1#12#2000,,
2326,,,执行伤害#3#15500#2600,添加状态#1#44#3000,添加状态#1#12#2000,,
2327,,,执行伤害#3#15600#2700,添加状态#1#44#3000,添加状态#1#12#2000,,
2328,,,执行伤害#3#15700#2800,添加状态#1#44#3000,添加状态#1#12#2000,,
2329,,,执行伤害#3#15800#2900,添加状态#1#44#3000,添加状态#1#12#2000,,
2330,,,执行伤害#3#15900#3000,添加状态#1#44#3000,添加状态#1#12#2000,,
2331,,,执行伤害#3#17000#3100,添加状态#1#44#3000,添加状态#1#12#2000,,
2332,,,执行伤害#3#17100#3200,添加状态#1#44#3000,添加状态#1#12#2000,,
2333,,,执行伤害#3#17200#3300,添加状态#1#44#3000,添加状态#1#12#2000,,
2334,,,执行伤害#3#17300#3400,添加状态#1#44#3000,添加状态#1#12#2000,,
2335,,,执行伤害#3#17400#3500,添加状态#1#44#3000,添加状态#1#12#2000,,
2336,,,执行伤害#3#17500#3600,添加状态#1#44#3000,添加状态#1#12#2000,,
2337,,,执行伤害#3#17600#3700,添加状态#1#44#3000,添加状态#1#12#2000,,
2338,,,执行伤害#3#17700#3800,添加状态#1#44#3000,添加状态#1#12#2000,,
2339,,,执行伤害#3#17800#3900,添加状态#1#44#3000,添加状态#1#12#2000,,
2340,,,执行伤害#3#17900#4000,添加状态#1#44#3000,添加状态#1#12#2000,,
2341,,,执行伤害#3#19000#4100,添加状态#1#44#3000,添加状态#1#12#2000,,
2342,,,执行伤害#3#19100#4200,添加状态#1#44#3000,添加状态#1#12#2000,,
2343,,,执行伤害#3#19200#4300,添加状态#1#44#3000,添加状态#1#12#2000,,
2344,,,执行伤害#3#19300#4400,添加状态#1#44#3000,添加状态#1#12#2000,,
2345,,,执行伤害#3#19400#4500,添加状态#1#44#3000,添加状态#1#12#2000,,
2346,,,执行伤害#3#19500#4600,添加状态#1#44#3000,添加状态#1#12#2000,,
2347,,,执行伤害#3#19600#4700,添加状态#1#44#3000,添加状态#1#12#2000,,
2348,,,执行伤害#3#19700#4800,添加状态#1#44#3000,添加状态#1#12#2000,,
2349,,,执行伤害#3#19800#4900,添加状态#1#44#3000,添加状态#1#12#2000,,
2350,,,执行伤害#3#19900#5000,添加状态#1#44#3000,添加状态#1#12#2000,,
2351,,,执行伤害#3#11000#100,添加状态#1#13#4000,,,
2352,,,执行伤害#3#11400#200,添加状态#1#13#4000,,,
2353,,,执行伤害#3#11800#300,添加状态#1#13#4000,,,
2354,,,执行伤害#3#12200#400,添加状态#1#13#4000,,,
2355,,,执行伤害#3#12600#500,添加状态#1#13#4000,,,
2356,,,执行伤害#3#13000#600,添加状态#1#13#4000,,,
2357,,,执行伤害#3#13400#700,添加状态#1#13#4000,,,
2358,,,执行伤害#3#13800#800,添加状态#1#13#4000,,,
2359,,,执行伤害#3#14200#900,添加状态#1#13#4000,,,
2360,,,执行伤害#3#14600#1000,添加状态#1#13#4000,,,
2361,,,执行伤害#3#15000#1100,添加状态#1#13#4000,,,
2362,,,执行伤害#3#15400#1200,添加状态#1#13#4000,,,
2363,,,执行伤害#3#15800#1300,添加状态#1#13#4000,,,
2364,,,执行伤害#3#16200#1400,添加状态#1#13#4000,,,
2365,,,执行伤害#3#16600#1500,添加状态#1#13#4000,,,
2366,,,执行伤害#3#17000#1600,添加状态#1#13#4000,,,
2367,,,执行伤害#3#17400#1700,添加状态#1#13#4000,,,
2368,,,执行伤害#3#17800#1800,添加状态#1#13#4000,,,
2369,,,执行伤害#3#18200#1900,添加状态#1#13#4000,,,
2370,,,执行伤害#3#18600#2000,添加状态#1#13#4000,,,
2371,,,执行伤害#3#19000#2100,添加状态#1#13#4000,,,
2372,,,执行伤害#3#15100#2200,添加状态#1#13#4000,,,
2373,,,执行伤害#3#15200#2300,添加状态#1#13#4000,,,
2374,,,执行伤害#3#15300#2400,添加状态#1#13#4000,,,
2375,,,执行伤害#3#15400#2500,添加状态#1#13#4000,,,
2376,,,执行伤害#3#15500#2600,添加状态#1#13#4000,,,
2377,,,执行伤害#3#15600#2700,添加状态#1#13#4000,,,
2378,,,执行伤害#3#15700#2800,添加状态#1#13#4000,,,
2379,,,执行伤害#3#15800#2900,添加状态#1#13#4000,,,
2380,,,执行伤害#3#15900#3000,添加状态#1#13#4000,,,
2381,,,执行伤害#3#17000#3100,添加状态#1#13#4000,,,
2382,,,执行伤害#3#17100#3200,添加状态#1#13#4000,,,
2383,,,执行伤害#3#17200#3300,添加状态#1#13#4000,,,
2384,,,执行伤害#3#17300#3400,添加状态#1#13#4000,,,
2385,,,执行伤害#3#17400#3500,添加状态#1#13#4000,,,
2386,,,执行伤害#3#17500#3600,添加状态#1#13#4000,,,
2387,,,执行伤害#3#17600#3700,添加状态#1#13#4000,,,
2388,,,执行伤害#3#17700#3800,添加状态#1#13#4000,,,
2389,,,执行伤害#3#17800#3900,添加状态#1#13#4000,,,
2390,,,执行伤害#3#17900#4000,添加状态#1#13#4000,,,
2391,,,执行伤害#3#19000#4100,添加状态#1#13#4000,,,
2392,,,执行伤害#3#19100#4200,添加状态#1#13#4000,,,
2393,,,执行伤害#3#19200#4300,添加状态#1#13#4000,,,
2394,,,执行伤害#3#19300#4400,添加状态#1#13#4000,,,
2395,,,执行伤害#3#19400#4500,添加状态#1#13#4000,,,
2396,,,执行伤害#3#19500#4600,添加状态#1#13#4000,,,
2397,,,执行伤害#3#19600#4700,添加状态#1#13#4000,,,
2398,,,执行伤害#3#19700#4800,添加状态#1#13#4000,,,
2399,,,执行伤害#3#19800#4900,添加状态#1#13#4000,,,
2400,,,执行伤害#3#19900#5000,添加状态#1#13#4000,,,
2401,,,执行伤害#3#11000#100,添加状态#1#44#5000,添加状态#1#12#4000,,
2402,,,执行伤害#3#11400#200,添加状态#1#44#5000,添加状态#1#12#4000,,
2403,,,执行伤害#3#11800#300,添加状态#1#44#5000,添加状态#1#12#4000,,
2404,,,执行伤害#3#12200#400,添加状态#1#44#5000,添加状态#1#12#4000,,
2405,,,执行伤害#3#12600#500,添加状态#1#44#5000,添加状态#1#12#4000,,
2406,,,执行伤害#3#13000#600,添加状态#1#44#5000,添加状态#1#12#4000,,
2407,,,执行伤害#3#13400#700,添加状态#1#44#5000,添加状态#1#12#4000,,
2408,,,执行伤害#3#13800#800,添加状态#1#44#5000,添加状态#1#12#4000,,
2409,,,执行伤害#3#14200#900,添加状态#1#44#5000,添加状态#1#12#4000,,
2410,,,执行伤害#3#14600#1000,添加状态#1#44#5000,添加状态#1#12#4000,,
2411,,,执行伤害#3#15000#1100,添加状态#1#44#5000,添加状态#1#12#4000,,
2412,,,执行伤害#3#15400#1200,添加状态#1#44#5000,添加状态#1#12#4000,,
2413,,,执行伤害#3#15800#1300,添加状态#1#44#5000,添加状态#1#12#4000,,
2414,,,执行伤害#3#16200#1400,添加状态#1#44#5000,添加状态#1#12#4000,,
2415,,,执行伤害#3#16600#1500,添加状态#1#44#5000,添加状态#1#12#4000,,
2416,,,执行伤害#3#17000#1600,添加状态#1#44#5000,添加状态#1#12#4000,,
2417,,,执行伤害#3#17400#1700,添加状态#1#44#5000,添加状态#1#12#4000,,
2418,,,执行伤害#3#17800#1800,添加状态#1#44#5000,添加状态#1#12#4000,,
2419,,,执行伤害#3#18200#1900,添加状态#1#44#5000,添加状态#1#12#4000,,
2420,,,执行伤害#3#18600#2000,添加状态#1#44#5000,添加状态#1#12#4000,,
2421,,,执行伤害#3#19000#2100,添加状态#1#44#5000,添加状态#1#12#4000,,
2422,,,执行伤害#3#15100#2200,添加状态#1#44#5000,添加状态#1#12#4000,,
2423,,,执行伤害#3#15200#2300,添加状态#1#44#5000,添加状态#1#12#4000,,
2424,,,执行伤害#3#15300#2400,添加状态#1#44#5000,添加状态#1#12#4000,,
2425,,,执行伤害#3#15400#2500,添加状态#1#44#5000,添加状态#1#12#4000,,
2426,,,执行伤害#3#15500#2600,添加状态#1#44#5000,添加状态#1#12#4000,,
2427,,,执行伤害#3#15600#2700,添加状态#1#44#5000,添加状态#1#12#4000,,
